,name,rate,delivery,menu,out_of_zone_available,time_available,address_by_str,address_by_geo
1,ساندویچ ممتاز,4.3,"45 تا 55 دقیقه
میانگین زمان ارسال","[{'name': 'پیتزا مخصوص', 'price': 'قیمت از 60,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا رست بیف', 'price': 'قیمت از 110,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا گوشت و قارچ', 'price': 'قیمت از 105,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا پپرونی', 'price': 'قیمت از 85,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا مرغ و قارچ', 'price': 'قیمت از 95,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا چهار فصل سوپریم', 'price': '130,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا شیکاگو', 'price': '105,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا میکس آمریکایی', 'price': '125,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا چیکن باربیکیو', 'price': '125,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا ویژه ممتاز', 'price': '130,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا کنتاکی', 'price': '105,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا سرآشپز', 'price': '145,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا میکس گوشت ومرغ بزرگ', 'price': '130,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا سبزیجات', 'price': '37,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'پیتزا مارگاریتا', 'price': '35,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'همبر ویژه ممتاز', 'price': '70,000 تومان', 'primarythings': 'یک عدد برگر دست ساز ۱۰۰% گوشت گوساله ۱۲۰ گرمی، قارچ و پنیر، یک ورق ژامبون گوشت ۷۰%، کاهو، گوجه، خیارشور، نان گرد', 'discount': '0'}, {'name': 'همبرگوشت با سالاد', 'price': '55,000 تومان', 'primarythings': 'یک عدد برگر دست ساز ۱۰۰% گوشت گوساله ۱۲۰گرمی، ۶۰گرم الویه مرغ، کاهو، گوجه، خیارشور، نان گرد', 'discount': '0'}, {'name': 'دوبل برگر', 'price': '96,000 تومان', 'primarythings': '۲ عدد برگر دست ساز ۱۰۰% گوشت گوساله ۱۲۰ گرمی، کاهو، گوجه، خیارشور، نان گرد', 'discount': '0'}, {'name': 'تاپ برگر', 'price': '85,000 تومان', 'primarythings': 'یک عدد برگر دست ساز ۱۰۰% گوشت گوساله ۱۲۰ گرمی، یک عدد برگر مرغ ۱۲۰ گرمی، کاهو، گوجه، خیارشور، نان گرد', 'discount': '0'}, {'name': 'رویال برگر', 'price': '75,000 تومان', 'primarythings': 'یک عدد برگر دست ساز ۱۰۰% گوشت گوساله ۱۲۰گرمی، ۲۰۰گرم قارچ و پنیر، ۲ورق ژامبون گوشت ۷۰%، کاهو، گوجه، خیارشور، نان گرد', 'discount': '0'}, {'name': 'چیزبرگر', 'price': 'قیمت از 65,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'قارچ برگر', 'price': '65,000 تومان', 'primarythings': 'یک عدد برگر دست ساز ۱۰۰% گوشت گوساله ۱۲۰ گرمی، قارچ و پنیر، کاهو، گوجه، خیارشور، نان گرد', 'discount': '0'}, {'name': 'همبر بوقلمون با قارچ و پنیر', 'price': '53,000 تومان', 'primarythings': 'یک عدد همبرگر بوقلمون ۱۲۰ گرمی، قارچ و پنیر، کاهو، گوجه، خیارشور، نان گرد', 'discount': '0'}, {'name': 'همبر مرغ با قارچ و پنیر', 'price': '53,000 تومان', 'primarythings': 'یک عدد همبرگر مرغ ۱۲۰گرمی، قارچ و پنیر، کاهو، گوجه، خیارشور، نان گرد', 'discount': '0'}, {'name': 'همبرگر گوشت', 'price': '50,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'همبرگر مرغ', 'price': '38,000 تومان', 'primarythings': '۲ عدد همبرگر مرغ ۱۲۰گرمی، کاهو، گوجه، خیارشور، نان گرد بزرگ', 'discount': '0'}, {'name': 'همبرگر شرکتی', 'price': '25,000 تومان', 'primarythings': 'یک عدد همبرگر شرکتی ۶۰%، کاهو، گوجه، خیارشور، نان گرد بزرگ', 'discount': '0'}, {'name': 'همبر بوقلمون', 'price': '38,000 تومان', 'primarythings': 'یک عدد همبرگر بوقلمون ،کاهو، گوجه، خیارشور، نان گرد', 'discount': '0'}, {'name': 'همبرگر نیم\u200cمتری گوشت', 'price': '96,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'همبرگرنیم متری مرغ', 'price': '72,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'همبرگر نیم\u200cمتری شرکتی', 'price': '46,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'همبرگر نیم\u200cمتری بوقلمون', 'price': '72,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ویژه نیم متری', 'price': '126,000 تومان', 'primarythings': '۱۰۰ گرم گوشت چرخ شده گوساله، ۱۰۰ گرم فیله مرغ سرخ شده، قارچ، پنیر پیتزا، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ هات داگ با پنیر نیم\u200cمتری', 'price': '59,000 تومان', 'primarythings': 'هات داگ ۷۰%، پنیر، کاهو، گوجه، خیارشور، کلم، نان باگت', 'discount': '0'}, {'name': 'فلافل با قارچ وپنیر نیم متری', 'price': '58,000 تومان', 'primarythings': '۸ قرص فلافل، ، کاهو، گوجه، خیارشور، کلم، قارچ وپنیر ، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ رست بیف نیم متری', 'price': '125,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ هات داگ باقارچ وپنیر', 'price': '63,000 تومان', 'primarythings': '۳۰۰گرم هات داگ ۷۰%، پنیر، قارچ، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ خوراک', 'price': 'قیمت از 56,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ مرغ نیم\u200cمتری', 'price': '86,000 تومان', 'primarythings': '۳۰۰گرم مرغ آبپز، قارچ، پنیر، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ جوجه نیم\u200cمتری', 'price': '86,000 تومان', 'primarythings': '۳۰۰گرم فیله مرغ سرخ شده، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ الویه', 'price': 'قیمت از 19,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ ماکارونی نیم\u200cمتری', 'price': '48,000 تومان', 'primarythings': '۳۰۰گرم ماکارونی، سویا، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ ترکی نیم\u200cمتری', 'price': '105,000 تومان', 'primarythings': '۱۰۰گرم گوشت چرخ شده گوساله، ۱۰۰گرم فیله مرغ آبپز، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ ژامبون گوشت باقارچ وپنیر نیم\u200cمتری', 'price': '70,000 تومان', 'primarythings': '۳۰۰گرم ژامبون گوشت ۹۰%، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ سوسیس بلغاری نیم\u200cمتری', 'price': '72,000 تومان', 'primarythings': '۳۰۰گرم سوسیس بلغاری ۷۰%، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ کوکتل نیم\u200cمتری', 'price': '52,000 تومان', 'primarythings': '۳۰۰گرم کوکتل ۶۰%، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ کالباس خشک نیم\u200cمتری', 'price': '66,000 تومان', 'primarythings': '۳۰۰گرم کالباس خشک ۷۰%، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ هات\u200cداگ نیم\u200cمتری', 'price': '40,000 تومان', 'primarythings': 'هات داگ ۷۰%، کاهو، گوجه، خیارشور، کلم، نان باگت', 'discount': '0'}, {'name': 'ساندویچ جگر نیم\u200cمتری', 'price': '56,000 تومان', 'primarythings': '۳۰۰ گرم جگر مرغ سرخ شده، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ فلافل نیم\u200cمتری', 'price': '35,000 تومان', 'primarythings': '۸ قرص فلافل، ، کاهو، گوجه، خیارشور، کلم، نان باگت نیم متری', 'discount': '0'}, {'name': 'ساندویچ زبان نیم\u200cمتری', 'price': '38,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ مغز نیم\u200cمتری', 'price': '36,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ مغز و زبان نیم\u200cمتری', 'price': '37,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ کتلت نیم\u200cمتری', 'price': '13,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ویژه ممتاز', 'price': '65,000 تومان', 'primarythings': 'گوشت چرخ کرده، فیله مرغ، قارچ، پنیر، ژامبون، سس مخصوص', 'discount': '0'}, {'name': 'خوراک ترکی', 'price': '55,000 تومان', 'primarythings': '۵۰گرم گوشت چرخ شده گوساله، ۵۰گرم فیله مرغ آبپز، کاهو، گوجه، خیارشور، کلم، نان باگت ۲۵ سانتی متری', 'discount': '0'}, {'name': 'ژامبون گوشت باقارچ وپنیر', 'price': '45,000 تومان', 'primarythings': '۱۵۰گرم ژامبون گوشت ۹۰%، قارچ، پنیر، کاهو، گوجه، خیارشور، کلم، نان باگت ۲۵ سانتی متری', 'discount': '0'}, {'name': 'ساندویچ خوراک', 'price': 'قیمت از 30,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ الویه', 'price': 'قیمت از 21,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ خوراک مرغ', 'price': '45,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'ساندویچ خوراک جوجه', 'price': '45,000 تومان', 'primarythings': '۱۵۰ گرم فیله مرغ سرخ شده، کاهو، گوجه، خیارشور، کلم، نان باگت ۲۵ سانتی متری', 'discount': '0'}, {'name': 'ساندویچ سوسیس بلغاری', 'price': '38,000 تومان', 'primarythings': '۱۵۰گرم سوسیس بلغاری ۷۰%، کاهو، گوجه، خیارشور، کلم، نان باگت ۲۵ سانتی متری', 'discount': '0'}, {'name': 'ساندویچ کوکتل', 'price': '28,000 تومان', 'primarythings': '۱۵۰گرم کوکتل ۶۰%، کاهو، گوجه، خیارشور، کلم، نان باگت ۲۵ سانتی متری', 'discount': '0'}, {'name': 'ساندویچ کالباس خشک', 'price': '35,000 تومان', 'primarythings': '۱۴۰گرم کالباس خشک ۷۰%، کاهو، گوجه، خیارشور، کلم، نان باگت ۲۵ سانتی متری', 'discount': '0'}, {'name': 'ساندویچ جگر', 'price': '30,000 تومان', 'primarythings': '۱۵۰گرم جگر مرغ سرخ شده، کاهو، گوجه، خیارشور، کلم، نان باگت ۲۵ سانتی متری', 'discount': '0'}, {'name': 'ساندویچ ماکارونی', 'price': '26,000 تومان', 'primarythings': '۱۵۰گرم ماکارونی، سویا، کاهو، گوجه، خیارشور، کلم، نان باگت ۲۵ سانتی متری', 'discount': '0'}, {'name': 'ساندویچ فلافل', 'price': '22,000 تومان', 'primarythings': '۵ قرص فلافل، کاهو، گوجه، خیارشور، کلم، نان باگت ۲۵ سانتی متری', 'discount': '0'}, {'name': 'ساندویچ کتلت', 'price': '7,500 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'فیله سوخاری 3 تیکه', 'price': '99,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'فیله سوخاری 5 تیکه', 'price': '125,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'فیله سوخاری 7 تیکه', 'price': '140,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سینی ویژه ممتاز', 'price': '260,000 تومان', 'primarythings': 'یک عدد پیتزا مینی مخصوص، ۳تکه فیله مرغ سوخاری ۶۰گرمی، بشقاب هات داگ ۷۰% قارچ و پنیر، ۳۰ گرم قارچ سوخاری، ۵۰گرم سیب زمینی سرخ کرده، سس مخصوص، بدون نان', 'discount': '0'}, {'name': 'خوراک کیلویی', 'price': 'قیمت از 90,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'نان گرد', 'price': '4,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سالاد الویه کیلویی', 'price': 'قیمت از 33,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'خوراک ماکارونی کیلویی', 'price': '75,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'نان نیم\u200cمتری', 'price': '7,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'نان کوچک', 'price': '3,500 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'قارچ و پنیر کوچک اضافی', 'price': '15,000 تومان', 'primarythings': 'توضیح دهید، به کدام ساندویچ اضافه شود؟', 'discount': '0'}, {'name': 'قارچ و پنیر بزرگ اضافی', 'price': '22,000 تومان', 'primarythings': 'توضیح دهید، به کدام ساندویچ اضافه شود؟', 'discount': '0'}, {'name': 'سس پمپی', 'price': '15,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سس تکنفره', 'price': '2,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'مخلفات بزرگ', 'price': '20,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'مخلفات کوچک', 'price': '15,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'قرص فلافل', 'price': '1,700 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سیب\u200cزمینی', 'price': '40,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'با پنیر ساندویچ کوچک', 'price': '12,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'با پنیر نیم متری', 'price': '18,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'با قارچ', 'price': '3,500 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'با قارچ نیم متری', 'price': '7,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'قارچ سوخاری', 'price': '40,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سیب زمینی تنوری', 'price': '70,000 تومان', 'primarythings': '۱۵۰گرم سیب زمینی تنوری، ۱۵۰گرم قارچ و پنیر', 'discount': '0'}, {'name': 'سیب زمینی مخصوص تنوری', 'price': '80,000 تومان', 'primarythings': '۱۵۰گرم سیب زمینی تنوری، ژامبون، ۱۵۰گرم قارچ و پنیر، ۱۰۰گرم ژامبون مخلوط مرغ و گوشت ۹۰%', 'discount': '0'}, {'name': 'سس سیر', 'price': '5,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سالاد کلم', 'price': '10,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سمبوسه پیتزایی', 'price': '5,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'سمبوسه سیب زمینی', 'price': '4,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'نوشابه', 'price': 'قیمت از 8,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'آب معدنی کوچک', 'price': '5,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'دلستر', 'price': 'قیمت از 13,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'آبمیوه گازدار', 'price': 'قیمت از 7,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'دوغ', 'price': 'قیمت از 8,000 تومان', 'primarythings': '', 'discount': '0'}, {'name': 'آب', 'price': 'قیمت از 4,000 تومان', 'primarythings': '', 'discount': '0'}]",ندارد,"صبحانه ناهار شام
شنبه 11:30:00 تا 15:00:00 15:00:00 تا 18:00:00 18:00:00 تا 23:00:00
یکشنبه 11:30:00 تا 15:00:00 15:00:00 تا 18:00:00 18:00:00 تا 23:00:00
دوشنبه 11:30:00 تا 15:00:00 15:00:00 تا 18:00:00 18:00:00 تا 23:00:00
سه شنبه 11:30:00 تا 15:00:00 15:00:00 تا 18:00:00 18:00:00 تا 23:00:00
چهارشنبه 11:30:00 تا 15:00:00 15:00:00 تا 18:00:00 18:00:00 تا 23:00:00
پنجشنبه 11:30:00 تا 15:00:00 15:00:00 تا 18:00:00 18:00:00 تا 23:00:00
جمعه 11:30:00 تا 15:00:00 15:00:00 تا 18:00:00 18:00:00 تا 23:00:00",میدان فرهنگ، مجتمع فراز، ساندویچ ممتاز,"31.845644429692026,54.35905694874237"
2,پانیذ فود,4.5,"35 تا 60 دقیقه
